GEOID,NAME,STUSPS,date,mort_adj
29,Missouri,MO,2018,12.569405153717295
29,Missouri,MO,2019,12.865454219746843
29,Missouri,MO,2020,14.14278162179666
29,Missouri,MO,2021,15.071973535559243
29,Missouri,MO,2022,12.789032126048701
29,Missouri,MO,2023,10.328984615622977
30,Montana,MT,2000,13.277670388471442
30,Montana,MT,2001,15.436165391896674
30,Montana,MT,2002,15.356484330353078
30,Montana,MT,2003,17.39830149081696
30,Montana,MT,2004,16.128876172166077
30,Montana,MT,2005,17.019429806552903
30,Montana,MT,2006,17.8441720933943
30,Montana,MT,2007,14.512193352171543
30,Montana,MT,2008,11.26570157156537
30,Montana,MT,2009,11.179066283732832
30,Montana,MT,2010,9.084210632563867
30,Montana,MT,2011,9.022393580867714
30,Montana,MT,2012,9.958493001171119
30,Montana,MT,2013,11.832475807517172
30,Montana,MT,2014,10.756294632511194
30,Montana,MT,2015,12.603066423007384
30,Montana,MT,2016,12.47436757355319
30,Montana,MT,2017,13.284471780935265
30,Montana,MT,2018,13.184933764543453
30,Montana,MT,2019,13.082608260919539
30,Montana,MT,2020,15.732335594779455
30,Montana,MT,2021,15.3656204185595
30,Montana,MT,2022,11.577393091680486
30,Montana,MT,2023,8.827590103212184
31,Nebraska,NE,2000,15.170788064090743
31,Nebraska,NE,2001,16.862072895322576
31,Nebraska,NE,2002,16.77957197047721
31,Nebraska,NE,2003,17.2548360991877
31,Nebraska,NE,2004,16.577396434144863
31,Nebraska,NE,2005,16.463269593987388
31,Nebraska,NE,2006,16.35929063859337
31,Nebraska,NE,2007,15.699995514286996
31,Nebraska,NE,2008,12.246865637410389
31,Nebraska,NE,2009,12.688374084161433
31,Nebraska,NE,2010,10.931404887759069
31,Nebraska,NE,2011,9.777751703773234
31,Nebraska,NE,2012,11.328748966251657
31,Nebraska,NE,2013,12.863025394291924
31,Nebraska,NE,2014,11.170480144471544
31,Nebraska,NE,2015,13.213118618394034
31,Nebraska,NE,2016,13.113151284328262
31,Nebraska,NE,2017,12.519574876969093
31,Nebraska,NE,2018,12.983559697368804
31,Nebraska,NE,2019,12.9361353347432
31,Nebraska,NE,2020,13.418994690207025
31,Nebraska,NE,2021,14.254782861474567
31,Nebraska,NE,2022,10.670406390049084
31,Nebraska,NE,2023,9.603822119017641
32,Nevada,NV,2000,25.75862876911897
32,Nevada,NV,2001,29.069781295168365
32,Nevada,NV,2002,28.061575376841656
32,Nevada,NV,2003,31.127020477132756
32,Nevada,NV,2004,34.52358728202191
32,Nevada,NV,2005,37.41556314739717
32,Nevada,NV,2006,29.730546114455468
32,Nevada,NV,2007,18.069472894252833
32,Nevada,NV,2008,14.696849221632254
32,Nevada,NV,2009,14.154466199693443
32,Nevada,NV,2010,11.100902392355474
32,Nevada,NV,2011,11.425985048914272
32,Nevada,NV,2012,10.56593324516244
32,Nevada,NV,2013,11.523409085343808
32,Nevada,NV,2014,12.770780454320514
32,Nevada,NV,2015,13.944419634997844
32,Nevada,NV,2016,15.75582580221986
32,Nevada,NV,2017,17.159601453115428
32,Nevada,NV,2018,16.16774864100174
32,Nevada,NV,2019,16.500737194699962
32,Nevada,NV,2020,15.295104706144395
32,Nevada,NV,2021,17.479006124643746
32,Nevada,NV,2022,13.847708566161046
32,Nevada,NV,2023,11.270512332445051
33,New Hampshire,NH,2000,16.93709562684191
33,New Hampshire,NH,2001,16.72617734367595
33,New Hampshire,NH,2002,17.335269630419933
33,New Hampshire,NH,2003,20.315039379922492
33,New Hampshire,NH,2004,19.37802733231999
33,New Hampshire,NH,2005,18.482978716850006
33,New Hampshire,NH,2006,16.05027251069827
33,New Hampshire,NH,2007,12.19010468252396
33,New Hampshire,NH,2008,9.87912510468073
33,New Hampshire,NH,2009,9.117834331989465
33,New Hampshire,NH,2010,7.594127309469042
33,New Hampshire,NH,2011,8.33053124555074
33,New Hampshire,NH,2012,9.05881207267885
33,New Hampshire,NH,2013,9.79452591480872
33,New Hampshire,NH,2014,9.743250363310818
33,New Hampshire,NH,2015,11.962795705356342
33,New Hampshire,NH,2016,13.395907103849536
33,New Hampshire,NH,2017,14.06995730878743
33,New Hampshire,NH,2018,14.759450476139872
33,New Hampshire,NH,2019,13.227678476289018
33,New Hampshire,NH,2020,13.906424402115242
33,New Hampshire,NH,2021,14.414476747286836
33,New Hampshire,NH,2022,13.581100254967287
33,New Hampshire,NH,2023,9.272110774620664
34,New Jersey,NJ,2000,16.487516162806987
34,New Jersey,NJ,2001,17.073544942456856
34,New Jersey,NJ,2002,17.304592276329085
34,New Jersey,NJ,2003,18.136578199693492
34,New Jersey,NJ,2004,18.414369879371982
34,New Jersey,NJ,2005,19.30195351950896
34,New Jersey,NJ,2006,16.855854390355496
34,New Jersey,NJ,2007,13.59778333084617
34,New Jersey,NJ,2008,9.183695725793212
34,New Jersey,NJ,2009,7.766456264229462
34,New Jersey,NJ,2010,7.273181020043182
34,New Jersey,NJ,2011,6.116518314668136
34,New Jersey,NJ,2012,7.009078225948037
34,New Jersey,NJ,2013,8.015515328205435
34,New Jersey,NJ,2014,7.668645064319069
34,New Jersey,NJ,2015,8.455170460745913
34,New Jersey,NJ,2016,9.578993110337379
34,New Jersey,NJ,2017,10.688392079923972
34,New Jersey,NJ,2018,10.909013206653825
34,New Jersey,NJ,2019,10.90959232090667
34,New Jersey,NJ,2020,11.708585466650739
34,New Jersey,NJ,2021,13.593442782124622
34,New Jersey,NJ,2022,11.554056191802516
34,New Jersey,NJ,2023,8.502997737233907
35,New Mexico,NM,2000,14.825357291110715
35,New Mexico,NM,2001,15.286429472236023
35,New Mexico,NM,2002,15.630819448404553
35,New Mexico,NM,2003,17.575871843133747
35,New Mexico,NM,2004,16.808417655561904
35,New Mexico,NM,2005,18.630898102443027
35,New Mexico,NM,2006,18.347342718678664
35,New Mexico,NM,2007,15.074846613435708
35,New Mexico,NM,2008,10.444321323026942
35,New Mexico,NM,2009,8.83738330971788
35,New Mexico,NM,2010,7.26528058029249
35,New Mexico,NM,2011,6.728482193792783
35,New Mexico,NM,2012,7.663881324797685
35,New Mexico,NM,2013,8.122960599340702
35,New Mexico,NM,2014,8.133052918426436
35,New Mexico,NM,2015,8.612147625606976
35,New Mexico,NM,2016,9.557693824057193
35,New Mexico,NM,2017,10.034192706193105
35,New Mexico,NM,2018,11.462664668342125
35,New Mexico,NM,2019,11.430563612515323
35,New Mexico,NM,2020,11.869047376014743
35,New Mexico,NM,2021,13.698953683365218
35,New Mexico,NM,2022,10.882546099411584
35,New Mexico,NM,2023,8.513170110638105
36,New York,NY,2000,10.472703083605852
36,New York,NY,2001,10.323412062713105
36,New York,NY,2002,10.973048103752783
36,New York,NY,2003,11.733454095781177
36,New York,NY,2004,11.944772172248621
36,New York,NY,2005,12.491761448124432
36,New York,NY,2006,11.777249191570357
36,New York,NY,2007,9.878564221251615
36,New York,NY,2008,7.130797989385625
36,New York,NY,2009,6.059957530574557
36,New York,NY,2010,5.567022935515936
36,New York,NY,2011,5.076943645053741
36,New York,NY,2012,5.3641595061948895
36,New York,NY,2013,6.165137644595406
36,New York,NY,2014,5.546105410297062
36,New York,NY,2015,6.053724207891808
36,New York,NY,2016,6.824064564613732
36,New York,NY,2017,7.145099464633009
36,New York,NY,2018,7.060955179410173
36,New York,NY,2019,6.730674525080266
36,New York,NY,2020,7.395234862316241
36,New York,NY,2021,9.46887374697336
36,New York,NY,2022,8.84451944777667
36,New York,NY,2023,6.182548902428954
37,North Carolina,NC,2000,17.447009966078557
37,North Carolina,NC,2001,18.02652871662565
37,North Carolina,NC,2002,16.814391101055573
37,North Carolina,NC,2003,17.809436888164218
37,North Carolina,NC,2004,18.23889017756261
37,North Carolina,NC,2005,19.98757783524653
37,North Carolina,NC,2006,20.185550061846282
37,North Carolina,NC,2007,17.547636623979482
37,North Carolina,NC,2008,11.386280756250988
37,North Carolina,NC,2009,9.312597001809396
37,North Carolina,NC,2010,8.251009495345281
37,North Carolina,NC,2011,7.247192308285621
37,North Carolina,NC,2012,8.40869541141593
37,North Carolina,NC,2013,9.85099906902981
37,North Carolina,NC,2014,9.962469666040908
37,North Carolina,NC,2015,12.15476240528003
37,North Carolina,NC,2016,13.875491768093887
37,North Carolina,NC,2017,14.50014685048052
37,North Carolina,NC,2018,14.72377335089408
37,North Carolina,NC,2019,15.04563588951704
37,North Carolina,NC,2020,16.602484542945394
37,North Carolina,NC,2021,18.169601877525526
37,North Carolina,NC,2022,15.426378078088325
37,North Carolina,NC,2023,11.99761044515657
38,North Dakota,ND,2000,12.460612781785077
38,North Dakota,ND,2001,12.518347202618838
38,North Dakota,ND,2002,12.535883967857995
38,North Dakota,ND,2003,14.088541788963036
38,North Dakota,ND,2004,13.959873120264307
38,North Dakota,ND,2005,15.477743778333943
38,North Dakota,ND,2006,15.398308033913233
38,North Dakota,ND,2007,13.786300094053201
38,North Dakota,ND,2008,13.686776596828622
38,North Dakota,ND,2009,13.534485869996752
38,North Dakota,ND,2010,11.856207910461917
38,North Dakota,ND,2011,11.669871018750566
38,North Dakota,ND,2012,12.816368496227003
38,North Dakota,ND,2013,13.828408806483864
38,North Dakota,ND,2014,13.536635550453749
38,North Dakota,ND,2015,13.235619168882529
38,North Dakota,ND,2016,13.225518903234168
38,North Dakota,ND,2017,11.892884751339603
38,North Dakota,ND,2018,11.841139275480158
38,North Dakota,ND,2019,13.093735433219331
38,North Dakota,ND,2020,13.06661753618473
38,North Dakota,ND,2021,14.139144607458784
38,North Dakota,ND,2022,11.554578694383961
38,North Dakota,ND,2023,8.929414255937424
39,Ohio,OH,2000,16.368134480592893
39,Ohio,OH,2001,16.77291856862196
39,Ohio,OH,2002,16.392165106094563
39,Ohio,OH,2003,17.75284334086474
39,Ohio,OH,2004,16.503305769319937
39,Ohio,OH,2005,16.66183967646371
39,Ohio,OH,2006,16.026181205766324
39,Ohio,OH,2007,12.521229570831379
39,Ohio,OH,2008,9.205071716626904
39,Ohio,OH,2009,8.326903113706638
39,Ohio,OH,2010,7.366036281281715
39,Ohio,OH,2011,6.495905197893421
39,Ohio,OH,2012,7.704979953633336
39,Ohio,OH,2013,8.981240606399547
39,Ohio,OH,2014,8.615807611773088
39,Ohio,OH,2015,10.238924000941292
39,Ohio,OH,2016,11.511968151366917
39,Ohio,OH,2017,11.57238147438312
39,Ohio,OH,2018,11.985386047572394
39,Ohio,OH,2019,11.798394170156953
39,Ohio,OH,2020,12.314831752459567
39,Ohio,OH,2021,13.599397614682658
39,Ohio,OH,2022,11.905068642499888
39,Ohio,OH,2023,9.248311652830258
40,Oklahoma,OK,2000,14.184951503387744
40,Oklahoma,OK,2001,14.998125234345707
40,Oklahoma,OK,2002,14.903642220871978
40,Oklahoma,OK,2003,15.69235228931448
40,Oklahoma,OK,2004,16.16914399700672
40,Oklahoma,OK,2005,16.908090718669943
40,Oklahoma,OK,2006,17.25054186177864
40,Oklahoma,OK,2007,16.233994038547205
40,Oklahoma,OK,2008,12.810113775614777
40,Oklahoma,OK,2009,10.759710908087321
40,Oklahoma,OK,2010,9.308475979078802
40,Oklahoma,OK,2011,8.709826584713358
40,Oklahoma,OK,2012,10.21124179173256
40,Oklahoma,OK,2013,10.63859875642565
40,Oklahoma,OK,2014,10.053652994815668
40,Oklahoma,OK,2015,10.22882390517062
40,Oklahoma,OK,2016,10.437501893388301
40,Oklahoma,OK,2017,10.677236792130978
40,Oklahoma,OK,2018,10.65046983786942
40,Oklahoma,OK,2019,11.361696841650264
40,Oklahoma,OK,2020,11.8067224463127
40,Oklahoma,OK,2021,13.277770456910629
40,Oklahoma,OK,2022,11.94246419313353
40,Oklahoma,OK,2023,9.620545933913263
41,Oregon,OR,2000,18.077340694892975
41,Oregon,OR,2001,19.031487596227958
41,Oregon,OR,2002,18.785093971009474
41,Oregon,OR,2003,20.29669254119101
41,Oregon,OR,2004,19.890947181690915
41,Oregon,OR,2005,22.971314640033963
41,Oregon,OR,2006,20.158637581203216
41,Oregon,OR,2007,15.581274209740606
41,Oregon,OR,2008,9.817583982797471
41,Oregon,OR,2009,9.189728509163473
41,Oregon,OR,2010,7.817357347560229
41,Oregon,OR,2011,7.746589434891465
41,Oregon,OR,2012,9.230527816964786
41,Oregon,OR,2013,10.957898733725608
41,Oregon,OR,2014,11.095848715163765
41,Oregon,OR,2015,14.184248914158418
41,Oregon,OR,2016,14.658203671342552
41,Oregon,OR,2017,13.502780367150244
41,Oregon,OR,2018,14.102895683031923
41,Oregon,OR,2019,13.519552118584972
41,Oregon,OR,2020,14.38168085069764
41,Oregon,OR,2021,15.740761406472274
41,Oregon,OR,2022,11.322413023228167
41,Oregon,OR,2023,8.267668361617421
42,Pennsylvania,PA,2000,14.734406622244737
42,Pennsylvania,PA,2001,15.041910013602765
42,Pennsylvania,PA,2002,15.083896877722552
42,Pennsylvania,PA,2003,16.323683450484044
42,Pennsylvania,PA,2004,15.067616533510298
42,Pennsylvania,PA,2005,15.742984532517696
42,Pennsylvania,PA,2006,15.10693672967112
42,Pennsylvania,PA,2007,13.05323323413672
42,Pennsylvania,PA,2008,9.514532854276604
42,Pennsylvania,PA,2009,8.763025526930198
42,Pennsylvania,PA,2010,7.630941848604316
42,Pennsylvania,PA,2011,6.903556994982056
42,Pennsylvania,PA,2012,7.674763568335899
42,Pennsylvania,PA,2013,8.21625946102277
42,Pennsylvania,PA,2014,8.129832168995447
42,Pennsylvania,PA,2015,9.382448784730503
42,Pennsylvania,PA,2016,10.009017499203189
42,Pennsylvania,PA,2017,10.316788721311415
42,Pennsylvania,PA,2018,10.851654217581288
42,Pennsylvania,PA,2019,10.625927278185136
42,Pennsylvania,PA,2020,10.71714604121924
42,Pennsylvania,PA,2021,12.371659402222935
42,Pennsylvania,PA,2022,11.332020412129394
42,Pennsylvania,PA,2023,8.718003672825512
44,Rhode Island,RI,2000,15.234206888146645
44,Rhode Island,RI,2001,15.135147406876277
44,Rhode Island,RI,2002,15.009451263842701
44,Rhode Island,RI,2003,14.934540044168903
44,Rhode Island,RI,2004,15.820149100252284
44,Rhode Island,RI,2005,15.918855041033192
44,Rhode Island,RI,2006,15.050381150902647
44,Rhode Island,RI,2007,11.34950322278602
44,Rhode Island,RI,2008,8.530781429057548
44,Rhode Island,RI,2009,8.541768297891322
44,Rhode Island,RI,2010,6.641404030762984
44,Rhode Island,RI,2011,6.642443887955256
44,Rhode Island,RI,2012,7.5837075419023545
44,Rhode Island,RI,2013,9.473644321497593
44,Rhode Island,RI,2014,8.51860510680911
44,Rhode Island,RI,2015,9.46175841103014
44,Rhode Island,RI,2016,11.34412790126071
44,Rhode Island,RI,2017,13.25062419904709
44,Rhode Island,RI,2018,12.271815039203728
44,Rhode Island,RI,2019,12.285499896990808
44,Rhode Island,RI,2020,13.243466950455245
44,Rhode Island,RI,2021,13.672508777750634
44,Rhode Island,RI,2022,11.884714611433827
44,Rhode Island,RI,2023,9.124403948312077
45,South Carolina,SC,2000,16.64917674790885
45,South Carolina,SC,2001,16.974190620160666
45,South Carolina,SC,2002,16.310453661879425
45,South Carolina,SC,2003,17.589102659400037
45,South Carolina,SC,2004,18.52326367557121
45,South Carolina,SC,2005,20.37399154596443
45,South Carolina,SC,2006,21.111342366999114
45,South Carolina,SC,2007,17.32630380436128
45,South Carolina,SC,2008,11.702372887942493
45,South Carolina,SC,2009,9.150581977013738
45,South Carolina,SC,2010,7.981283243662537
45,South Carolina,SC,2011,7.490388226821796
45,South Carolina,SC,2012,8.26441552464099
45,South Carolina,SC,2013,9.86054876261652
45,South Carolina,SC,2014,10.151531285983554
45,South Carolina,SC,2015,12.254886942540512
45,South Carolina,SC,2016,13.7013047067407
45,South Carolina,SC,2017,15.118054099558751
45,South Carolina,SC,2018,15.319042630538867
45,South Carolina,SC,2019,15.898553270429352
45,South Carolina,SC,2020,17.247855516630768
45,South Carolina,SC,2021,19.446083135278506
45,South Carolina,SC,2022,16.278768227251604
45,South Carolina,SC,2023,12.65456480858575
46,South Dakota,SD,2000,11.90721894994205
46,South Dakota,SD,2001,15.831719377496796
46,South Dakota,SD,2002,13.157548485566169
46,South Dakota,SD,2003,15.712379652992096
46,South Dakota,SD,2004,15.57640486191517
46,South Dakota,SD,2005,16.763529780410654
46,South Dakota,SD,2006,16.60211000047252
46,South Dakota,SD,2007,16.421958432233524
46,South Dakota,SD,2008,12.513702504242145
46,South Dakota,SD,2009,11.15149052061353
46,South Dakota,SD,2010,9.80160329725935
46,South Dakota,SD,2011,9.71180226770583
46,South Dakota,SD,2012,11.99243517189357
46,South Dakota,SD,2013,13.052491186601975
46,South Dakota,SD,2014,10.59234761731025
46,South Dakota,SD,2015,12.870570037546964
46,South Dakota,SD,2016,13.89382569964096
46,South Dakota,SD,2017,12.589672805848933
46,South Dakota,SD,2018,12.508727680449768
46,South Dakota,SD,2019,11.272343193251926
46,South Dakota,SD,2020,12.321934050768608
46,South Dakota,SD,2021,13.388389365602327
46,South Dakota,SD,2022,12.089652466453963
46,South Dakota,SD,2023,8.702103080762043
47,Tennessee,TN,2000,16.30515107774419
47,Tennessee,TN,2001,16.519472371530238
47,Tennessee,TN,2002,16.045775664873105
47,Tennessee,TN,2003,17.442421199587127
47,Tennessee,TN,2004,18.102428956848378
47,Tennessee,TN,2005,20.029854498129463
47,Tennessee,TN,2006,19.70842696204781
47,Tennessee,TN,2007,17.163971140563696
47,Tennessee,TN,2008,11.524774022391036
47,Tennessee,TN,2009,9.990455150864594
47,Tennessee,TN,2010,8.496553703411744
47,Tennessee,TN,2011,7.65589352245786
47,Tennessee,TN,2012,8.984236073504682
47,Tennessee,TN,2013,10.15862383277797
47,Tennessee,TN,2014,10.543015733388218
47,Tennessee,TN,2015,12.281372614722423
47,Tennessee,TN,2016,13.681583250855438
47,Tennessee,TN,2017,14.445813900983328
47,Tennessee,TN,2018,14.163093927868543
47,Tennessee,TN,2019,14.640591772719453
47,Tennessee,TN,2020,15.101278758860747
47,Tennessee,TN,2021,16.226984786411954
47,Tennessee,TN,2022,13.618999412113192
47,Tennessee,TN,2023,11.366045748474459
48,Texas,TX,2000,16.949557972238914
48,Texas,TX,2001,17.120378588325813
48,Texas,TX,2002,17.288814252437437
48,Texas,TX,2003,17.021523057740954
48,Texas,TX,2004,17.415361232771797
48,Texas,TX,2005,18.263137836247527
48,Texas,TX,2006,19.135618020529478
48,Texas,TX,2007,16.490444794291772
48,Texas,TX,2008,12.299951470726588
48,Texas,TX,2009,9.999289969772711
48,Texas,TX,2010,8.676051566171909
48,Texas,TX,2011,7.837631110700729
48,Texas,TX,2012,9.047650447858697
48,Texas,TX,2013,10.309805501176262
48,Texas,TX,2014,10.495828890840858
48,Texas,TX,2015,10.921588780994513
48,Texas,TX,2016,11.535403802183732
48,Texas,TX,2017,11.805864644560055
48,Texas,TX,2018,11.947780235185416
48,Texas,TX,2019,12.419448663415485
48,Texas,TX,2020,13.078680970066204
48,Texas,TX,2021,14.444567803985253
48,Texas,TX,2022,12.420975290983824
48,Texas,TX,2023,10.556234553106236
49,Utah,UT,2000,19.157924564112665
49,Utah,UT,2001,20.580501507412265
49,Utah,UT,2002,20.21666240109428
49,Utah,UT,2003,21.60891507569264
49,Utah,UT,2004,22.485197245146946
49,Utah,UT,2005,26.447287098321656
49,Utah,UT,2006,27.32124678331915
49,Utah,UT,2007,21.55714992920786
49,Utah,UT,2008,14.269465334399287
49,Utah,UT,2009,12.484298241072533
49,Utah,UT,2010,10.809202089923193
49,Utah,UT,2011,10.302696784173069
49,Utah,UT,2012,11.912495016022305
49,Utah,UT,2013,13.453968282442261
49,Utah,UT,2014,13.95351844774254
49,Utah,UT,2015,16.087807251981314
49,Utah,UT,2016,17.738411643493404
49,Utah,UT,2017,17.39948574853232
49,Utah,UT,2018,17.431801247039367
49,Utah,UT,2019,17.4815187568892
49,Utah,UT,2020,19.385337115627998
49,Utah,UT,2021,17.96792366267739
49,Utah,UT,2022,14.195992234792248
49,Utah,UT,2023,10.82588639139266
50,Vermont,VT,2000,14.763343602058995
50,Vermont,VT,2001,16.333917543117458
50,Vermont,VT,2002,14.623636345910745
50,Vermont,VT,2003,19.42193837418954
50,Vermont,VT,2004,17.744225061298234
50,Vermont,VT,2005,16.09748637750215
50,Vermont,VT,2006,14.448732685601998
50,Vermont,VT,2007,12.831184911809663
50,Vermont,VT,2008,9.613058378501357
50,Vermont,VT,2009,9.602811703266717
50,Vermont,VT,2010,7.988675253959987
50,Vermont,VT,2011,7.9719769067772965
50,Vermont,VT,2012,9.57914046372619
50,Vermont,VT,2013,11.171347727348895
50,Vermont,VT,2014,9.589367309527196
50,Vermont,VT,2015,7.989645419536282
50,Vermont,VT,2016,11.211372816585145
50,Vermont,VT,2017,12.797297210829072
50,Vermont,VT,2018,11.203549284413302
50,Vermont,VT,2019,11.217121814738016
50,Vermont,VT,2020,12.83394321300977
50,Vermont,VT,2021,13.908356294999328
50,Vermont,VT,2022,10.817326266013506
50,Vermont,VT,2023,9.26692449309923
51,Virginia,VA,2000,18.717059558387163
51,Virginia,VA,2001,20.97699448846835
51,Virginia,VA,2002,20.722194554509183
51,Virginia,VA,2003,22.3972465232347
51,Virginia,VA,2004,22.74072562980105
51,Virginia,VA,2005,24.019727851204387
51,Virginia,VA,2006,20.850369279587163
51,Virginia,VA,2007,16.38498258289253
51,Virginia,VA,2008,12.765692354984289
51,Virginia,VA,2009,11.228956273561094
51,Virginia,VA,2010,9.845458701167148
51,Virginia,VA,2011,9.379893975108969
51,Virginia,VA,2012,10.015320998366281
51,Virginia,VA,2013,11.2647245393303
51,Virginia,VA,2014,10.462477586847582
51,Virginia,VA,2015,12.42933356184185
51,Virginia,VA,2016,13.305374622920336
51,Virginia,VA,2017,13.811810656366756
51,Virginia,VA,2018,14.09953330544759
51,Virginia,VA,2019,14.959139344616732
51,Virginia,VA,2020,15.365698383214232
51,Virginia,VA,2021,18.019374986427714
51,Virginia,VA,2022,14.171977989881208
51,Virginia,VA,2023,10.785137346429396
53,Washington,WA,2000,19.287669156242302
53,Washington,WA,2001,19.88064263592596
53,Washington,WA,2002,19.66178751423621
53,Washington,WA,2003,21.624756414320505
53,Washington,WA,2004,21.849450810007696
53,Washington,WA,2005,24.611234389245848
53,Washington,WA,2006,22.44632620351158
53,Washington,WA,2007,17.642724612390115
53,Washington,WA,2008,11.276652711554958
53,Washington,WA,2009,10.498804186203191
53,Washington,WA,2010,9.49131166812917
53,Washington,WA,2011,8.9344837237873609
53,Washington,WA,2012,9.857073878333848
53,Washington,WA,2013,11.62748634416326
53,Washington,WA,2014,11.760486776466161
53,Washington,WA,2015,13.812757881748004
53,Washington,WA,2016,15.753508820115615
53,Washington,WA,2017,15.885942166285156
53,Washington,WA,2018,14.880175394753117
53,Washington,WA,2019,14.841035436715199
53,Washington,WA,2020,14.817487546811563
53,Washington,WA,2021,16.4052314345419
53,Washington,WA,2022,11.561470346691241
53,Washington,WA,2023,8.703576658031354
54,West Virginia,WV,2000,10.514542996456598
54,West Virginia,WV,2001,12.212174316576194
54,West Virginia,WV,2002,10.523901996993487
54,West Virginia,WV,2003,12.691090578520605
54,West Virginia,WV,2004,12.111616251146474
54,West Virginia,WV,2005,13.183249363358916
54,West Virginia,WV,2006,12.582662622708314
54,West Virginia,WV,2007,10.904816221132226
54,West Virginia,WV,2008,8.694187392341508
54,West Virginia,WV,2009,8.11787149409425
54,West Virginia,WV,2010,6.471566901171084
54,West Virginia,WV,2011,6.463406883312884
54,West Virginia,WV,2012,6.998857571094933
54,West Virginia,WV,2013,7.548113834183035
54,West Virginia,WV,2014,7.565240744873604
54,West Virginia,WV,2015,9.764925688915506
54,West Virginia,WV,2016,9.277273136564189
54,West Virginia,WV,2017,9.347423382744546
54,West Virginia,WV,2018,9.967036794423775
54,West Virginia,WV,2019,10.58340755644159
54,West Virginia,WV,2020,11.205818957668338
54,West Virginia,WV,2021,12.323210935841443
54,West Virginia,WV,2022,10.710047997925631
54,West Virginia,WV,2023,9.039185433804633
55,Wisconsin,WI,2000,15.072574445957285
55,Wisconsin,WI,2001,18.12520633605427
55,Wisconsin,WI,2002,18.36492651641953
55,Wisconsin,WI,2003,20.440929091329522
55,Wisconsin,WI,2004,18.316924874855506
55,Wisconsin,WI,2005,18.210778400790744
55,Wisconsin,WI,2006,17.21153423795484
55,Wisconsin,WI,2007,14.61473682334437
55,Wisconsin,WI,2008,11.168240502209184
55,Wisconsin,WI,2009,10.054215150326392
55,Wisconsin,WI,2010,8.786515440192122
55,Wisconsin,WI,2011,7.711397445424337
55,Wisconsin,WI,2012,9.264398054476409
55,Wisconsin,WI,2013,10.282306833795397
55,Wisconsin,WI,2014,10.255164126949198
55,Wisconsin,WI,2015,11.452513627189795
55,Wisconsin,WI,2016,12.986630696585555
55,Wisconsin,WI,2017,12.946331242759765
55,Wisconsin,WI,2018,12.91029120624982
55,Wisconsin,WI,2019,12.704776532423534
55,Wisconsin,WI,2020,13.544432166826256
55,Wisconsin,WI,2021,14.45583639938789
55,Wisconsin,WI,2022,11.204400001833447
55,Wisconsin,WI,2023,9.30475701472943
56,Wyoming,WY,2000,14.161440420797087
56,Wyoming,WY,2001,18.19442563230683
56,Wyoming,WY,2002,17.99938802080729
56,Wyoming,WY,2003,19.86282731456561
56,Wyoming,WY,2004,19.642274889708627
56,Wyoming,WY,2005,21.39424339258242
56,Wyoming,WY,2006,21.045904945213685
56,Wyoming,WY,2007,20.565514250031782
56,Wyoming,WY,2008,16.482218433346826
56,Wyoming,WY,2009,14.28951631773454
56,Wyoming,WY,2010,12.399673357176134
56,Wyoming,WY,2011,12.334997383218411
56,Wyoming,WY,2012,13.873088981992732
56,Wyoming,WY,2013,13.731076859702723
56,Wyoming,WY,2014,15.43318374577088
56,Wyoming,WY,2015,15.348173311573035
56,Wyoming,WY,2016,13.669535560442416
56,Wyoming,WY,2017,13.793246137029003
56,Wyoming,WY,2018,15.542591882622345
56,Wyoming,WY,2019,15.514138551600023
56,Wyoming,WY,2020,15.45520737453806
56,Wyoming,WY,2021,17.254826174881114
56,Wyoming,WY,2022,13.754472352650916
56,Wyoming,WY,2023,10.272969932729168
